"timestamp","brentoilprice","fuelprice","date_column"
"1683147600000","71.71","20.13","2023-05-04"
"1683234000000","74.38","18.83","2023-05-05"
"1683493200000","76.08","18.34","2023-05-08"
"1683579600000","76.59","18.34","2023-05-09"
"1683666000000","75.65","19.01","2023-05-10"
"1683752400000","74.08","19.01","2023-05-11"
"1683838800000","73.18","19.01","2023-05-12"
"1684098000000","74.32","19.01","2023-05-15"
"1684184400000","74.03","19.01","2023-05-16"
"1684270800000","76.15","19.01","2023-05-17"
"1684357200000","75.28","19.01","2023-05-18"
"1684443600000","74.85","19.01","2023-05-19"
"1684702800000","75.2","19.77","2023-05-22"
"1684789200000","76.08","19.77","2023-05-23"
"1684875600000","77.52","19.77","2023-05-24"
"1684962000000","75.51","19.78","2023-05-25"
"1685048400000","76.39","19.78","2023-05-26"
"1685307600000","76.5","19.78","2023-05-29"
"1685394000000","73.23","19.78","2023-05-30"
"1685480400000","72.2","19.78","2023-05-31"
"1685566800000","73.92","19.78","2023-06-01"
"1685653200000","75.63","19.78","2023-06-02"
"1685912400000","76.07","19.78","2023-06-05"
"1685998800000","75.71","19.78","2023-06-06"
"1686085200000","76.49","19.78","2023-06-07"
"1686171600000","75.5","21.14","2023-06-08"
"1686258000000","74.49","21.14","2023-06-09"
"1686517200000","71.63","22.51","2023-06-12"
"1686603600000","74.01","22.51","2023-06-13"
"1686690000000","72.96","22.66","2023-06-14"
"1686776400000","75.46","22.66","2023-06-15"
"1686862800000","76.36","22.66","2023-06-16"
"1687122000000","75.82","22.67","2023-06-19"
"1687208400000","75.63","22.67","2023-06-20"
"1687294800000","76.89","24.31","2023-06-21"
"1687381200000","74.24","24.31","2023-06-22"
"1687467600000","73.94","24.36","2023-06-23"
"1687726800000","74.29","24.36","2023-06-26"
"1687813200000","72.61","24.36","2023-06-27"
"1687899600000","74.3","24.4","2023-06-28"
"1687986000000","74.48","24.4","2023-06-29"
"1688072400000","75.3","24.4","2023-06-30"
"1688331600000","74.47","24.4","2023-07-03"
"1688418000000","76.05","24.4","2023-07-04"
"1688504400000","76.41","24.4","2023-07-05"
"1688590800000","76.22","24.4","2023-07-06"
"1688677200000","78.08","25.27","2023-07-07"
"1688936400000","77.4","25.37","2023-07-10"
"1689022800000","79.07","25.8","2023-07-11"
"1689109200000","79.79","25.8","2023-07-12"
"1689195600000","80.99","26.87","2023-07-13"
"1689282000000","79.6","26.87","2023-07-14"
"1689541200000","78.38","26.93","2023-07-17"
"1689627600000","79.5","26.93","2023-07-18"
"1689714000000","79.35","32.93","2023-07-19"
"1689800400000","79.52","32.94","2023-07-20"
"1689886800000","80.88","32.94","2023-07-21"
"1690146000000","82.48","34.49","2023-07-24"
"1690232400000","83.25","34.49","2023-07-25"
"1690318800000","82.56","34.49","2023-07-26"
"1690405200000","83.79","34.49","2023-07-27"
"1690491600000","84.41","34.49","2023-07-28"
"1690750800000","85.43","35.92","2023-07-31"
"1690837200000","84.91","35.92","2023-08-01"
"1690923600000","83.2","36.99","2023-08-02"
"1691010000000","85.14","36.99","2023-08-03"
"1691096400000","86.24","37.03","2023-08-04"
"1691355600000","85.34","37.08","2023-08-07"
"1691442000000","86.17","37.08","2023-08-08"
"1691528400000","87.55","37.08","2023-08-09"
"1691614800000","86.4","37.1","2023-08-10"
"1691701200000","86.81","37.1","2023-08-11"
"1691960400000","86.21","38.9","2023-08-14"
"1692046800000","84.89","38.9","2023-08-15"
"1692133200000","83.45","38.9","2023-08-16"
"1692219600000","84.12","38.9","2023-08-17"
"1692306000000","84.8","38.97","2023-08-18"
"1692565200000","84.46","37.45","2023-08-21"
"1692651600000","84.03","37.45","2023-08-22"
"1692738000000","83.21","38.44","2023-08-23"
"1692824400000","83.36","38.5","2023-08-24"
"1692910800000","84.52","38.5","2023-08-25"
